Hole ID,Depth Fom,Depth To,Length,X,Y,Z,Al2O3,CaO,Fe,K2O,LOI,MgO,Mn,P,S,SiO2,TiO2,Fe.ox.ai,Kaolinite.abundance,hem.goe,Domains
Line#19,4,5,1,547397.3,7475196,454,13.81,6.59,12,0.081,16.8,6.76,0,0,0.367000024,36.61,0.524,0.126000002,0.0086,917.52002,Domain 7
Line#19,5,6,1,547397.3,7475196,453,7.55,5.67,28,0.05,17.01,5.35,0.04,0.007,0.17,22.1,0.198,0.228,0.0086,914.619995,Domain 7
Line#19,6,7,1,547397.3,7475196,452,7.37,5.67,32,0.035999997,17.25,4.92,0.02,0.03,0.063,18.03,0.207,0.223000005,0.0086,911.799988,Domain 7
Line#19,7,8,1,547397.3,7475196,451,6.57,7.93,33,0.022,20.5400016,5.6,0,0.05,0.045000003,11.36,0.2,0.191,0.0086,912.070007,Domain 7
Line#19,8,9,1,547397.3,7475196,450,6.16,8.43,32,0.023,20.7099984,6,0.02,0.023,0.056,12.04,0.182,0.223000005,0.0086,911.559998,Domain 7
Line#19,9,10,1,547397.3,7475196,449,8.58,9.71,27,0.026,22.67,6.74,0,0.022,0.012,12.97,0.304,0.257999986,0.101000004,914.349976,Domain 7
Line#19,10,11,1,547397.3,7475196,448,4.35,2.9,47,0.011,14.42,2.23,0.13,0.017999999,0.046,8.15,0.11,0.259000003,0.0086,911.609985,Domain 3
Line#19,11,12,1,547397.3,7475196,447,2.7,0.25,55,0.029,11.65,0.34,0.15,0.019,0.016,6.61,0.090000006,0.257999986,0.0086,910.390015,Domain 3
Line#19,12,13,1,547397.3,7475196,446,5.1,0.6,50,0.022,12.28,0.79,0.2,0.021,0.093,9.03,0.141,0.215000004,0.0086,910.840027,Domain 3
Line#19,13,14,1,547397.3,7475196,445,9.32,0.71,43,0.038,12.32,0.98,0.12,0.016,0.090000006,14.56,0.331,0.234999999,0.0537,912.380005,Domain 3
Line#19,14,15,1,547397.3,7475196,444,8.99,0.21,46,0.017999999,11.5200008,0.43,0.090000006,0.013,0.046,12.16,0.79,0.225999996,0.043400001,911.359985,Domain 2
Line#19,15,16,1,547397.3,7475196,443,16.08,0.2,32,0.021,10.7,0.65,0.06,0.012,0.012,23.8799984,2.323,0.156000003,0.112999998,904.719971,Domain 8
Line#19,16,17,1,547397.3,7475196,442,16.64,0.2,32,0.024,9.41,0.64,0.06,0.012,0.008,24.92,2.989,0.143000007,0.119999997,900.859985,Domain 8
Line#19,17,18,1,547397.3,7475196,441,18.28,0.2,31,0.017999999,8.66,0.7,0.02,0.016,0.008,23.6,3.223,0.128000006,0.165999994,903.859985,Domain 8
Line#19,18,19,1,547397.3,7475196,440,25.53,0.27,12,0.017999999,10.88,1.1799999,0.01,0.006,0.003,42.4199969,1.811,0.120999999,0.300000012,904.48999,Domain 8
Line#19,19,20,1,547397.3,7475196,439,21.11,0.29,25,0.03,11.5,0.779999951,0.03,0.012,0.048,28.83,1.442,0.163000003,0.200000003,905.700012,Domain 8
Line#19,20,21,1,547397.3,7475196,438,24.06,0.180000012,20,0.04,11.63,0.57,0,0.014,0.017999999,32.25,1.732,0.143000007,0.248999998,906.409973,Domain 8
Line#19,21,22,1,547397.3,7475196,437,24.55,0.11,22,0.077,11.9799992,0.34,0.01,0.017999999,0.015,29.71,1.633,0.136000007,0.222000003,902.289978,Domain 8
Line#19,22,23,1,547397.3,7475196,436,27.42,0.180000012,17,0.1,12.1,0.38,0.01,0.014,0.01,34,1.89,0.142000005,0.272000015,897.679993,Domain 8
Line#19,23,24,1,547397.3,7475196,435,28.79,0.1,15,0.119,12.12,0.28,0,0.014,0.006,34.2,2.452,0.148000002,0.263999999,895,Domain 8
Line#19,24,25,1,547397.3,7475196,434,27.69,0.08,18,0.180000012,11.91,0.23,0,0.011,0.005,32.11,2.072,0.141000003,0.300000012,902.780029,Domain 8
Line#20,0,1,1,548289.1,7474408,445.5,4.87,2.93,35,0.168,7.23,2.58,0.03,0.029,0.002,31.86,0.5,0.158000007,0.0086,895.179993,Domain 5
Line#20,1,2,1,548289.1,7474408,444.5,12.93,14.77,10,0.078,19.14,3.08,0,0.006,0.017999999,34.12,1.135,0.123999998,0.202000007,910.01001,Domain 7
Line#20,2,3,1,548289.1,7474408,443.5,20.53,2.42,11,0.082999994,10.38,1.74,0,0.008,0.024,46.85,1.78,0.091600001,0.224999994,909.5,Domain 1
Line#20,3,4,1,548289.1,7474408,442.5,14.62,11.58,9,0.066,18.68,4.32,0,0.005,0.041,34.79,1.345,0.211999997,0.143000007,895.369995,Domain 1
Line#20,4,5,1,548289.1,7474408,441.5,19.05,0.83,15,0.052,8.6,1.1,0,0.007,0.016,47.35,1.674,0.230000004,0.192000002,891.830017,Domain 1
Line#20,5,6,1,548289.1,7474408,440.5,17.08,0.55,21,0.053,9.05,1.05,0.02,0.007,0.007,41.15,1.355,0.273000002,0.119000003,899.080017,Domain 1
Line#20,6,7,1,548289.1,7474408,439.5,11.04,0.43,36,0.035999997,10.0200008,0.91,0.06,0.012,0.002,25.82,0.762,0.282000005,0.0086,905.809998,Domain 2
Line#20,7,8,1,548289.1,7474408,438.5,8.36,0.41,41,0.025,9.87,0.88,0.06,0.014,0.022,20.75,0.58,0.273000002,0.0086,908.710022,Domain 2
Line#20,8,9,1,548289.1,7474408,437.5,16.2099984,0.5,23,0.046,10.45,1.1,0.01,0.01,0.004,36.5,1.0599999,0.210999995,0.116999999,913.330017,Domain 2
Line#20,9,10,1,548289.1,7474408,436.5,13.91,1.16,29,0.114,10.59,1.52,0.02,0.011,0.006,30.3,1.1440001,0.25999999,0.081699997,912.799988,Domain 2
Line#20,10,11,1,548289.1,7474408,435.5,3.94,0.24,51,0.024,10.86,0.37,0.07,0.017000002,0.014,11.25,0.244,0.275000006,0.0086,911.960022,Domain 3
Line#20,11,12,1,548289.1,7474408,434.5,4.16,0.13,53,0.016,11.78,0.31,0.15,0.016,0.021,6.87,0.2,0.25999999,0.0086,910.960022,Domain 3
Line#20,12,13,1,548289.1,7474408,433.5,5.67,0.7,49,0.038,11.5200008,0.660000049,0.23,0.016,0.182,11.04,0.379,0.256999999,0.0086,909.02002,Domain 3
Line#20,13,14,1,548289.1,7474408,432.5,5.31,0.330000024,50,0.032,11.54,0.44,0.21,0.015,0.015,10.33,0.335,0.248999998,0.0086,912.280029,Domain 3
Line#20,14,15,1,548289.1,7474408,431.5,8.825,0.39,37,0.098999994,10.21,0.62,0.15,0.011,0.011,25.88,0.7605,0.250999987,0.065300003,914.015015,Domain 2
Line#20,15,16,1,548289.1,7474408,430.5,12.34,0.45,24,0.165999988,8.88,0.8,0.090000006,0.007,0.007,41.43,1.186,0.252999991,0.122000001,915.75,Domain 4
Line#20,16,17,1,548289.1,7474408,429.5,11.15,0.31,12,0.247,6.06,0.8,0.11,0.006,0,62.2,1.631,0.236000001,0.136999995,916.190002,Domain 4
Line#20,17,18,1,548289.1,7474408,428.5,12.58,0.34,20,0.23,8.41,0.97,0.08,0.008999999,0.003,47.5,0.969,0.246999994,0.108999997,916.830017,Domain 4
Line#20,18,19,1,548289.1,7474408,427.5,14.17,0.58,18,0.238,9.34,1.89,0.07,0.006,0,46.06,0.765999951,0.236000001,0.134000003,917.450012,Domain 4
Line#20,19,20,1,548289.1,7474408,426.5,17.06,0.45,14,0.385,8.89,1.3,0.07,0.006,0.002,49.65,0.948,0.225999996,0.152999997,917.919983,Domain 4
Line#20,20,21,1,548289.1,7474408,425.5,18.82,0.48,9,0.504,8.05,1.38,0.01,0.003,0.013,56.89,1.171,0.164000005,0.231000006,920.549988,Domain 4
Line#20,21,22,1,548289.1,7474408,424.5,20.33,0.330000024,7,0.619,8.17,0.92,0.02,0.003,0.001,57.59,1.426,0.179000005,0.25,916.960022,Domain 4
Line#20,22,23,1,548289.1,7474408,423.5,20.86,0.28,9,0.616,8.3,0.75,0.01,0.004,0.008,54.95,1.452,0.157000005,0.222000003,912.210022,Domain 4
Line#20,23,24,1,548289.1,7474408,422.5,20.92,0.23,8,0.656,8.47,0.65,0.02,0.005,0.081,54.77,1.452,0.143000007,0.231999993,915.25,Domain 4
Line#20,24,25,1,548289.1,7474408,421.5,18.69,0.23,10,0.628,7.89,0.65,0.02,0.004,0,55.74,1.3480001,0.157000005,0.211999997,916.179993,Domain 4
Line#20,25,26,1,548289.1,7474408,420.5,17.18,0.22,8,0.587,6.91,0.64,0,0.004,0,60.42,1.454,0.147,0.209000006,907.109985,Domain 4
Line#20,26,27,1,548289.1,7474408,419.5,15.33,0.2,7,0.687,6.04,0.63,0,0.003,0.003,64.03,1.409,0.160999998,0.199000001,915.210022,Domain 4
Line#20,27,28,1,548289.1,7474408,418.5,17.7,0.31,12,0.795,7.86,1.09,0.01,0.003,0.013,52.94,1.206,0.233999997,0.0946,912.320007,Domain 4
Line#20,28,29,1,548289.1,7474408,417.5,6.08,0.19,47,0.087,10.9399992,0.589999951,0.090000006,0.028,0.003,14.81,0.313,0.252999991,0.0086,909.960022,Domain 3
Line#20,29,30,1,548289.1,7474408,416.5,5.67,0.1,50,0.045000003,11.46,0.32,0.07,0.046999997,0.005,10.76,0.273,0.240999997,0.0086,908.559998,Domain 3
Line#20,30,31,1,548289.1,7474408,415.5,3.89,0.11,53,0.028,11.3,0.22,0.16,0.05,0.008999999,7.64,0.184,0.246000007,0.0086,908.23999,Domain 3
Line#20,31,32,1,548289.1,7474408,414.5,10.13,0.12,34,0.143999988,10.0200008,0.389999976,0.07,0.037,0.004,29.02,0.89,0.240999997,0.0999,912.700012,Domain 2
Line#20,32,33,1,548289.1,7474408,413.5,5.54,0.21,49,0.055,11.53,0.35,0.1,0.058,0.008999999,11.6899992,0.388,0.231000006,0.0086,908.700012,Domain 2
Line#20,33,34,1,548289.1,7474408,412.5,5.54,0.21,49,0.055,11.53,0.35,0.1,0.058,0.008999999,11.6899992,0.388,0.231000006,0.0086,908.700012,Domain 2
Line#20,34,35,1,548289.1,7474408,411.5,6.16,0.13,47,0.061,11.51,0.32,0.11,0.061,0.015,13.71,0.431,0.225999996,0.0086,910.559998,Domain 2
Line#20,35,36,1,548289.1,7474408,410.5,6.16,0.13,47,0.061,11.51,0.32,0.11,0.061,0.015,13.71,0.431,0.225999996,0.0086,910.559998,Domain 2
Line#20,36,37,1,548289.1,7474408,409.5,6.08,0.16,44,0.053,10.65,0.32,0.11,0.051,0.026,18.97,0.479,0.234999999,0.0086,910.52002,Domain 2
Line#20,37,38,1,548289.1,7474408,408.5,5.11,0.1,15,0.057,4.28000039,0.23,0.03,0.017000002,0.006,68.4,0.5,0.197999999,0.072099999,912.190002,Domain 5
Line#20,38,39,1,548289.1,7474408,407.5,6.15,0.21,16,0.064,5.25,0.37,0.04,0.013,0.007,64,0.474,0.179000005,0.083700001,913.98999,Domain 5
Line#20,39,40,1,548289.1,7474408,406.5,9.86,0.2,14,0.14,6.1,0.4,0,0.012,0.023,61.06,0.869,0.224000007,0.0418,911.01001,Domain 5
Line#20,40,41,1,548289.1,7474408,405.5,8,0.2,19,0.14,6.46999961,0.38,0.04,0.011,0.021,55.46,0.919,0.173999995,0.108999997,912.780029,Domain 5
Line#20,41,42,1,548289.1,7474408,404.5,9.64,0.12,16,0.150999988,6.27,0.26,0.02,0.006,0.012,59.24,1.0930001,0.127000004,0.158000007,913.909973,Domain 1
Line#20,42,43,1,548289.1,7474408,403.5,13.67,0.08,13,0.32,6.92,0.27,0.01,0.005,0,58.79,1.392,0.090300001,0.210999995,913.869995,Domain 5
Line#20,43,44,1,548289.1,7474408,402.5,13.55,0.07,2,0.682,4.53000039,0.22,0,0.008999999,0.001,74.81,1.41,0.0277,0.185000002,918.179993,Domain 5
Line#21,0,1,1,548198.4,7474406,447.2,2.06,28.85,1,0.02,41.85,17.83,0,0,0.008999999,7.61,0.209,0.0199,0.0086,435.924988,
Line#21,1,2,1,548198.4,7474406,446.2,8.57,14.07,9,0.066,25.26,10.45,0.01,0.002,0.03,27.97,0.755,0.090499997,0.0086,913.299988,Domain 7
Line#21,2,3,1,548198.4,7474406,445.2,11.75,12.0200008,9,0.112,22.52,8.68,0.01,0,0.025,31.06,0.95,0.169,0.0086,913.48999,Domain 7
Line#21,3,4,1,548198.4,7474406,444.2,9.32,15.18,8,0.062,24.02,8.56000078,0,0.003,0.014,29.37,0.8,0.172999993,0.0086,914.950012,Domain 7
Line#21,4,5,1,548198.4,7474406,443.2,8.18999922,1.4400001,34,0.046,11.25,2.02,0.01,0.006,0.012,27.05,0.382,0.230000004,0.0086,911.859985,Domain 2
Line#21,5,6,1,548198.4,7474406,442.2,5.23,0.14,51,0.012,11.74,0.41,0.04,0.033,0.013,8.59,0.16,0.261999995,0.0086,910.780029,Domain 3
Line#21,6,7,1,548198.4,7474406,441.2,6.86,0.12,50,0.016,11.6,0.38,0.04,0.035,0.01,9.45,0.226,0.261000007,0.0086,911.789978,Domain 3
Line#21,7,8,1,548198.4,7474406,440.2,6.77,0.19,49,0.013,11.68,0.44,0.04,0.032,0.011,9.95,0.22,0.266000003,0.0086,910.809998,Domain 3
Line#21,8,9,1,548198.4,7474406,439.2,3.1,0.08,54,0.008,11,0.22,0.07,0.027,0.019,8.12,0.101000006,0.268000007,0.0086,910.130005,Domain 3
Line#21,9,10,1,548198.4,7474406,438.2,5.32,0.12,51,0.011,11.45,0.32,0.05,0.033,0.035,10.25,0.175,0.270999998,0.0086,910.150024,Domain 3
Line#21,10,11,1,548198.4,7474406,437.2,4.91,0.360000024,50,0.023,10.78,0.52,0.07,0.03,0.023,10.51,0.206,0.245000005,0.0086,909.409973,Domain 3
Line#21,11,12,1,548198.4,7474406,436.2,8.49,0.54,41,0.043,10.75,0.9,0.05,0.027,0.017000002,19.6299984,0.308999976,0.247999996,0.0086,910.190002,Domain 2
Line#21,12,13,1,548198.4,7474406,435.2,10.65,0.43,39,0.05,11.4,1,0.04,0.03,0.017999999,20.16,0.372,0.254999995,0.0086,911.940002,Domain 2
Line#21,13,14,1,548198.4,7474406,434.2,11.45,0.41,38,0.042,10.72,1.02,0.04,0.032,0.017000002,21.2900016,0.417,0.275000006,0.075400002,912.469971,Domain 2
Line#21,14,15,1,548198.4,7474406,433.2,10.75,0.360000024,39,0.04,11.71,0.91,0.06,0.033,0.015,19.64,0.388,0.263000011,0.078599997,911.469971,Domain 2
Line#21,15,16,1,548198.4,7474406,432.2,11.51,0.35,37,0.045000003,11.26,0.93,0.05,0.034000003,0.013,21.4599984,0.453,0.252000004,0.0933,911.719971,Domain 2
Line#21,16,17,1,548198.4,7474406,431.2,10.62,0.27,40,0.027,11.5200008,0.67,0.06,0.045000003,0.016,17.67,0.41,0.252999991,0.108000003,913.26001,Domain 2
Line#21,17,18,1,548198.4,7474406,430.2,1.15,0.11,43,0.011,7.7,0.12,0.19,0.016,0.03,28.96,0.048,0.261000007,0.0086,905.909973,Domain 3
Line#21,18,19,1,548198.4,7474406,429.2,1.77,0.07,50,0.006,9.34,0.15,0.26,0.02,0.035,16.68,0.098,0.254000008,0.0086,906.049988,Domain 3
Line#21,19,20,1,548198.4,7474406,428.2,1.28,0.05,52,0.011,9.77000078,0.11,0.26,0.02,0.023,14.81,0.059,0.256000012,0.0086,908.150024,Domain 3
Line#21,20,21,1,548198.4,7474406,427.2,3.48,0.13,51,0.028,10.49,0.32,0.19,0.024,0.023,12.49,0.189,0.261000007,0.0086,908.700012,Domain 3
Line#21,21,22,1,548198.4,7474406,426.2,5.63,0.2,42,0.067,10.2,0.54,0.24,0.02,0.027,21.64,0.554,0.238000005,0.0086,909.169983,Domain 2
Line#21,22,23,1,548198.4,7474406,425.2,9.47999922,0.6,30,0.098,8.42,1.22,0.38,0.008999999,0.016,36.22,0.742999951,0.254999995,0.0086,910.580017,Domain 2
Line#21,23,24,1,548198.4,7474406,424.2,6.37,0.330000024,40,0.063,9.99,0.81,0.29,0.011,0.019,23.73,0.518,0.270999998,0.0086,908.72998,Domain 2
Line#21,24,25,1,548198.4,7474406,423.2,7.71,0.15,47,0.038,11.28,0.46,0.180000012,0.029,0.007,12.88,0.459,0.229000002,0.0086,906.429993,Domain 3
Line#21,25,26,1,548198.4,7474406,422.2,7.29,0.17,47,0.044,11.53,0.55,0.180000012,0.028,0.007,13.0600008,0.393,0.236000001,0.0086,906.880005,Domain 3
Line#21,26,27,1,548198.4,7474406,421.2,6.58,0.16,48,0.055,11.49,0.41,0.14,0.031,0.006,11.72,0.4,0.231000006,0.0086,908.369995,Domain 3
Line#21,27,28,1,548198.4,7474406,420.2,11.63,0.23,37,0.101000006,11.13,0.73,0.08,0.025,0.006,21.76,0.703,0.223000005,0.107000001,908.880005,Domain 2
Line#21,28,29,1,548198.4,7474406,419.2,5.4,0.1,52,0.035999997,11.11,0.26,0.14,0.037,0.006,8.63,0.299,0.231000006,0.0086,905.280029,Domain 3
Line#21,29,30,1,548198.4,7474406,418.2,4.8,0.08,54,0.015,11.39,0.23,0.15,0.033,0.008,6.27,0.27,0.218999997,0.0086,905.179993,Domain 3
Line#21,30,31,1,548198.4,7474406,417.2,7.19,0.08,49,0.021,11.7,0.24,0.11,0.044,0.008,10.2299992,0.545,0.223000005,0.0086,911.390015,Domain 3
Line#21,31,32,1,548198.4,7474406,416.2,5.01000039,0.08,52,0.011,11.32,0.21,0.12,0.046999997,0.016,7.55,0.256,0.234999999,0.0086,909.359985,Domain 3
Line#21,32,33,1,548198.4,7474406,415.2,5.54,0.07,47,0.017999999,10.87,0.19,0.13,0.035,0.008999999,14.18,0.564,0.225999996,0.0086,909.900024,Domain 2
Line#21,33,34,1,548198.4,7474406,414.2,6.5,0.29,35,0.025,9.33,0.29,0.06,0.026,0.008,31.83,0.939,0.218999997,0.0086,911.780029,Domain 2
Line#21,34,35,1,548198.4,7474406,413.2,7.53,0.12,37,0.032,9.68,0.26,0.090000006,0.046999997,0.008,27.4,0.813,0.216999993,0.0394,911.390015,Domain 2
Line#21,35,36,1,548198.4,7474406,412.2,6.69,0.07,42,0.03,10.47,0.2,0.12,0.089,0.004,20.85,0.643,0.221000001,0.0266,912.109985,Domain 2
Line#21,36,37,1,548198.4,7474406,411.2,8.18999922,0.07,39,0.049,10.54,0.24,0.090000006,0.101000006,0.004,23.28,0.853,0.224000007,0.036200002,913.01001,Domain 2
Line#21,37,38,1,548198.4,7474406,410.2,11.32,0.16,25,0.0865,12.365,0.275,0.11,0.0555,0.188,37.745,1.1085,0.119400002,0.090599999,674.467529,
Line#21,38,39,1,548198.4,7474406,409.2,14.45,0.25,11,0.124,14.19,0.31,0.13,0.01,0.372,52.21,1.364,0.0148,0.144999996,435.924988,
Line#21,39,40,1,548198.4,7474406,408.2,8.37,0.3,26,0.039,13.05,0.45,0.48,0.024,0.041,37.96,0.873,0.155000001,0.0594,914.539978,Domain 4
Line#21,40,41,1,548198.4,7474406,407.2,8.45,0.28,23,0.066,8.79,0.35,0.15,0.082,0.054,47.39,1.219,0.135000005,0.050799999,911.150024,Domain 4
Line#21,41,42,1,548198.4,7474406,406.2,10.62,0.13,27,0.093,8.63,0.27,0.07,0.137,0.016,39.2400031,1.206,0.152999997,0.067699999,911.919983,Domain 4
Line#21,42,43,1,548198.4,7474406,405.2,9.51,0.17,24,0.119,9.29,0.29,0.08,0.122,0.004,44.22,1.197,0.142000005,0.070299998,915.080017,Domain 4
Line#21,43,44,1,548198.4,7474406,404.2,8.21,0.48,21,0.127,12.2,0.47,0.180000012,0.069,0.013,46.38,1.12,0.108000003,0.097499996,921.450012,Domain 2
Line#22,0,1,1,548101.5,7474399.5,445.2,15.11,8.26,11,0.152,19.44,6.77,0.02,0.002,0.055,32.2,1.189,0.180000007,0.108999997,912.789978,Domain 7
Line#22,1,2,1,548101.5,7474399.5,444.2,15.72,8.18999922,9,0.133,18.17,6.23,0,0.002,0.054,37.3,1.234,0.101999998,0.123999998,910.919983,Domain 7
Line#22,2,3,1,548101.5,7474399.5,443.2,15.24,4.8,17,0.079000006,14.31,3.84,0.02,0.008999999,0.046,36.02,0.776,0.122000001,0.101000004,909.460022,Domain 7
Line#22,3,4,1,548101.5,7474399.5,442.2,22.14,1.84,11,0.068000006,10.5600008,2.56,0,0.007,0.041,45.84,0.694,0.191,0.163000003,917.590027,Domain 2
Line#22,4,5,1,548101.5,7474399.5,441.2,13.72,0.46,31,0.034000003,10.67,1.53,0,0.017000002,0.007,28.38,0.432,0.259000003,0.0086,914.369995,Domain 2
Line#22,5,6,1,548101.5,7474399.5,440.2,6.01000039,0.12,52,0.008,11.67,0.31,0.04,0.03,0.012,7.25,0.169,0.268000007,0.0086,910.960022,Domain 3
Line#22,6,7,1,548101.5,7474399.5,439.2,6.98,0.25,48,0.016,12.09,0.48,0.07,0.029,0.025,10.2,0.261,0.27700001,0.0086,910.640015,Domain 3
Line#22,7,8,1,548101.5,7474399.5,438.2,7.115,0.21,48,0.0155,11.87,0.48,0.065,0.0305,0.0205,10.755,0.256,0.278999984,0.031400003,911.170044,Domain 2
Line#22,8,9,1,548101.5,7474399.5,437.2,7.25,0.17,48,0.015,11.65,0.48,0.06,0.032,0.016,11.3100008,0.250999976,0.280999988,0.054200001,911.700012,Domain 2
Line#22,9,10,1,548101.5,7474399.5,436.2,1.55,0.06,50,0.005,9.67,0.13,0.1,0.021,0.011,16.45,0.055,0.268999994,0.0086,909.609985,Domain 3
Line#22,10,11,1,548101.5,7474399.5,435.2,0.9,0.12,49,0.005,8.72999922,0.12,0.15,0.013,0.012,19.59,0.037,0.270999998,0.0086,907.940002,Domain 3
Line#22,11,12,1,548101.5,7474399.5,434.2,4.16,0.14,47,0.008,10.11,0.330000024,0.08,0.027,0.012,16.61,0.121,0.264999986,0.0086,907.98999,Domain 3
Line#22,12,13,1,548101.5,7474399.5,433.2,0.71,0.04,56,0.003,10.54,0.1,0.12,0.019,0.008999999,8.24,0.023,0.256999999,0.0086,907.830017,Domain 3
Line#22,13,14,1,548101.5,7474399.5,432.2,2.3900002,0.07,54,0.008999999,10.84,0.21,0.13,0.023,0.011,9.2,0.07,0.263999999,0.0086,908.940002,Domain 3
Line#22,14,15,1,548101.5,7474399.5,431.2,2.9,0.38,48,0.019,10.29,0.45,0.12,0.019,0.014,16.19,0.122,0.273999989,0.0086,908.210022,Domain 3
Line#22,15,16,1,548101.5,7474399.5,430.2,1.09,0.12,55,0.007,10.75,0.17,0.17,0.022,0.024,8.05,0.039,0.254999995,0.0086,907.5,Domain 3
Line#22,16,17,1,548101.5,7474399.5,429.2,0.88,0.07,53,0.008,10.08,0.11,0.180000012,0.019,0.017999999,12.41,0.029,0.263999999,0.0086,906.619995,Domain 3
Line#22,17,18,1,548101.5,7474399.5,428.2,1.04,0.06,53,0.007,10.21,0.13,0.17,0.02,0.02,11.66,0.046,0.257999986,0.0086,907.27002,Domain 3
Line#22,18,19,1,548101.5,7474399.5,427.2,1.13,0.07,54,0.008999999,10.7,0.15,0.19,0.022,0.023,10.5,0.04,0.252999991,0.0086,907.900024,Domain 3
Line#22,19,20,1,548101.5,7474399.5,426.2,1.1799999,0.08,56,0.008999999,11.03,0.17,0.27,0.021,0.03,7.05,0.058,0.254000008,0.0086,910.429993,Domain 3
Line#22,20,21,1,548101.5,7474399.5,425.2,2.16,0.12,56,0.017000002,11.42,0.28,0.330000024,0.027,0.033,5.76000039,0.108,0.247999996,0.0086,912.76001,Domain 3
Line#22,21,22,1,548101.5,7474399.5,424.2,2.01,0.12,56,0.01,11.49,0.25,0.23,0.03,0.019,5.02,0.062,0.243000001,0.0086,910.869995,Domain 3
Line#22,22,23,1,548101.5,7474399.5,423.2,5.39,0.16,49,0.028,11.46,0.48,0.23,0.028,0.017999999,10.66,0.282,0.257999986,0.0086,912.619995,Domain 3
Line#22,23,24,1,548101.5,7474399.5,422.2,9.65,0.2,41,0.056,11.5,0.62,0.22,0.019,0.013,17.27,0.538999951,0.254999995,0.050000001,912.98999,Domain 2
Line#22,24,25,1,548101.5,7474399.5,421.2,13.26,0.22,35,0.079000006,11.4799992,0.73,0.12,0.014,0.017000002,21.85,0.87,0.233999997,0.079700001,914.48999,Domain 2
Line#22,25,26,1,548101.5,7474399.5,420.2,6.69,0.11,48,0.032,11.92,0.4,0.23,0.027,0.02,11.79,0.443,0.228,0.0086,912.5,Domain 3
Line#22,26,27,1,548101.5,7474399.5,419.2,4.66,0.06,53,0.014,11.8,0.21,0.13,0.041,0.007,6.77,0.266,0.228,0.0086,910.390015,Domain 3
Line#22,27,28,1,548101.5,7474399.5,418.2,4.41,0.34,51,0.019,11.75,0.41,0.11,0.037,0.008999999,8.59,0.588,0.228,0.0086,909.820007,Domain 3
Line#22,28,29,1,548101.5,7474399.5,417.2,4.53000039,0.06,50,0.02,11.26,0.16,0.08,0.041,0.006,11.5200008,0.607,0.216999993,0.0086,910.349976,Domain 3
Line#22,29,30,1,548101.5,7474399.5,416.2,7.45,0.08,42,0.034000003,10.46,0.24,0.07,0.037,0.007,19.5400016,1.132,0.223000005,0.0086,910.059998,Domain 2
Line#22,30,31,1,548101.5,7474399.5,415.2,12.86,0.13,33,0.044,10.7700008,0.38,0.06,0.031,0.003,27.26,1.3609999,0.224000007,0.075499997,912.820007,Domain 4
Line#22,31,32,1,548101.5,7474399.5,414.2,7.67,0.1,44,0.025,10.82,0.31,0.11,0.046,0.004,17.33,0.573,0.229000002,0.0086,906.429993,Domain 2
Line#22,32,33,1,548101.5,7474399.5,413.2,7.05,0.25,34,0.042,9.26,0.330000024,0.14,0.038,0.006,32.32,0.899,0.169,0.0086,909.299988,Domain 4
Line#22,33,34,1,548101.5,7474399.5,412.2,6.72,0.08,33,0.033,8.76,0.2,0.08,0.034000003,0.008999999,35.34,0.909,0.189999998,0.0416,909.47998,Domain 4
Line#22,34,35,1,548101.5,7474399.5,411.2,6.36,0.07,37,0.028,9,0.19,0.08,0.035999997,0.005,30.48,0.708,0.194999993,0.047400001,911.47998,Domain 2
Line#22,35,36,1,548101.5,7474399.5,410.2,8.09,0.07,39,0.037,10.7700008,0.21,0.07,0.062,0.006,23.49,0.698,0.223000005,0.037500002,912.960022,Domain 2
Line#22,36,37,1,548101.5,7474399.5,409.2,8.09,0.07,39,0.037,10.7700008,0.21,0.07,0.062,0.006,23.49,0.698,0.223000005,0.037500002,912.960022,Domain 2
Line#22,37,38,1,548101.5,7474399.5,408.2,13.96,0.23,28,0.16,10.78,0.589999951,0.660000049,0.014,0.005,31.03,0.84,0.172000006,0.136999995,914.830017,Domain 4
Line#22,38,39,1,548101.5,7474399.5,407.2,13.96,0.23,28,0.16,10.78,0.589999951,0.660000049,0.014,0.005,31.03,0.84,0.172000006,0.136999995,914.830017,Domain 4
Line#22,39,40,1,548101.5,7474399.5,406.2,9.55,0.32,36,0.14,11.13,0.79,1.39,0.026,0.004,23.6299984,0.542,0.136999995,0.094700001,917.690002,Domain 2
Line#22,40,41,1,548101.5,7474399.5,405.2,8.52000078,0.43,37,0.14,11.38,0.83,1.47,0.035999997,0.002,22.9,0.51,0.143999994,0.0374,916.77002,Domain 2
Line#22,41,42,1,548101.5,7474399.5,404.2,8.05,0.26,38,0.141,10.91,0.68,1.4299999,0.045000003,0.005,22.56,0.507000049,0.152999997,0.055399999,916.619995,Domain 2
Line#22,42,43,1,548101.5,7474399.5,403.2,7.45,0.180000012,28,0.153,10.67,0.37,0.67,0.019,0.086,38.53,0.918,0.095700003,0.082500003,917.619995,Domain 2
Line#22,43,44,1,548101.5,7474399.5,402.2,6.75,0.16,19,0.163,10.7299992,0.180000012,0.28,0.01,0.063,53.09,1.173,0.047499999,0.0792,931.23999,Domain 2
Line#22,44,45,1,548101.5,7474399.5,401.2,9.06000078,0.11,10,0.226,5.31,0.26,0.21,0.008999999,0.021,68.0899938,1.2079999,0.101999998,0.104000002,917.320007,Domain 5
