Hole ID,Depth Fom,Depth To,Length,X,Y,Z,Al2O3,CaO,Fe,K2O,LOI,MgO,Mn,P,S,SiO2,TiO2,Fe.ox.ai,Kaolinite.abundance,hem.goe,Domains
Line#1,0,1,1,548001.3,7474002,441.5,22.05,0.99,10,0.045000003,9.93999922,1.87,0,0.003,0.002,48.78,1.624,0.103,0.149000004,907.700012,Domain 1
Line#1,1,2,1,548001.3,7474002,440.5,19.8,1.12,14,0.049,9.89,1.95,0,0.007,0.008999999,45.56,1.182,0.175999999,0.119999997,899.190002,Domain 1
Line#1,2,3,1,548001.3,7474002,439.5,21.09,0.779999951,13,0.05,10.22,1.92,0,0.007,0.006,44.95,1.279,0.204999998,0.143999994,903.630005,Domain 1
Line#1,3,4,1,548001.3,7474002,438.5,19,0.62,19,0.039,10.4799992,1.78,0,0.01,0.004,39.62,0.903,0.229000002,0.133000001,911.22998,Domain 2
Line#1,4,5,1,548001.3,7474002,437.5,11.91,0.4,37,0.023,11.57,0.95,0.02,0.025,0.017999999,21.65,0.41,0.272000015,0.079099998,911.719971,Domain 2
Line#1,5,6,1,548001.3,7474002,436.5,3.1400002,0.24,48,0.007,10.24,0.34,0.05,0.02,0.007,16.2900016,0.112,0.248999998,0.0086,909.280029,Domain 3
Line#1,6,7,1,548001.3,7474002,435.5,1.38,0.06,40,0.004,7.3,0.090000006,0.06,0.015,0.006,32.97,0.055,0.231999993,0.0086,909.469971,Domain 3
Line#1,7,8,1,548001.3,7474002,434.5,2.55,0.07,56,0.007,11.21,0.21,0.11,0.03,0.017000002,5.75,0.097,0.241999999,0.0086,910.559998,Domain 3
Line#1,8,9,1,548001.3,7474002,433.5,3.47,0.090000006,55,0.008999999,11.35,0.29,0.13,0.028,0.012,6.92,0.142,0.234999999,0.0086,911.789978,Domain 3
Line#1,9,10,1,548001.3,7474002,432.5,4.28000039,0.090000006,53,0.007,11.84,0.32,0.13,0.035999997,0.026,7.7,0.126,0.241999999,0.0086,912.25,Domain 3
Line#1,10,11,1,548001.3,7474002,431.5,2.97,0.08,54,0.013,11.36,0.23,0.16,0.03,0.088,7.07,0.115,0.232999995,0.0086,911.900024,Domain 3
Line#1,11,12,1,548001.3,7474002,430.5,1.37,0.04,49,0.008,9.57,0.11,0.15,0.022,0.02,19.1,0.057,0.236000001,0.0086,911.460022,Domain 3
Line#1,12,13,1,548001.3,7474002,429.5,1.3200001,0.07,53,0.01,10.36,0.14,0.15,0.025,0.021,12.4399992,0.051,0.25,0.0086,911.76001,Domain 3
Line#1,13,14,1,548001.3,7474002,428.5,3.74,0.14,52,0.037,11.24,0.330000024,0.180000012,0.041,0.02,9.79,0.161,0.272000015,0.0086,913.890015,Domain 3
Line#1,14,15,1,548001.3,7474002,427.5,3.32,0.14,53,0.035,11.47,0.32,0.2,0.035999997,0.017999999,7.84,0.135,0.254000008,0.0086,912.710022,Domain 3
Line#1,15,16,1,548001.3,7474002,426.5,3.29,0.5,53,0.028,11.8,0.57,0.21,0.028,0.025,8.08,0.171,0.270999998,0.0086,912.890015,Domain 3
Line#1,16,17,1,548001.3,7474002,425.5,2.6300002,0.16,55,0.021,11.47,0.31,0.26,0.03,0.049,5.91,0.128999988,0.241999999,0.0086,913.429993,Domain 3
Line#1,17,18,1,548001.3,7474002,424.5,2.4,0.15,55,0.016,11.6,0.29,0.26,0.028,0.039,5.68,0.11,0.250999987,0.0086,913.809998,Domain 3
Line#1,18,19,1,548001.3,7474002,423.5,1.83,0.12,57,0.017999999,11.61,0.26,0.37,0.027,0.029,4.84,0.071,0.226999998,0.0086,915.47998,Domain 3
Line#1,19,20,1,548001.3,7474002,422.5,14.605,0.235,32.5,0.0685,11.455,0.665000049,0.185,0.015,0.016,25.265,1.2275,0.12325,0.182300001,675.702515,
Line#1,20,21,1,548001.3,7474002,421.5,27.38,0.35,8,0.119,11.3,1.0700001,0,0.003,0.003,45.69,2.384,0.0195,0.356000006,435.924988,
Line#1,21,22,1,548001.3,7474002,420.5,12.29,0.14,38,0.026,11.62,0.51,0.12,0.014,0.04,19.59,0.734000049,0.219999999,0.140000001,915.630005,Domain 2
Line#1,22,23,1,548001.3,7474002,419.5,5.25,0.1,51,0.014,11.5,0.3,0.22,0.043,0.017999999,9.39,0.26,0.224000007,0.0086,913.210022,Domain 3
Line#1,23,24,1,548001.3,7474002,418.5,6.7,0.12,47,0.019,11.4399992,0.38,0.2,0.057,0.014,12.5600008,0.375999976,0.224000007,0.0086,913.650024,Domain 3
Line#1,24,25,1,548001.3,7474002,417.5,6.05,0.090000006,50,0.02,11.36,0.27,0.16,0.065,0.008999999,9.5,0.479,0.216000006,0.0295,914.619995,Domain 3
Line#1,25,26,1,548001.3,7474002,416.5,11.2700008,0.14,39,0.044,11.43,0.44,0.15,0.053,0.007,19.85,0.815,0.219999999,0.105999999,915.320007,Domain 2
Line#1,26,27,1,548001.3,7474002,415.5,8.54,0.11,42,0.04,11.35,0.360000024,0.19,0.062,0.008999999,18.16,0.76,0.202999994,0.090599999,915.130005,Domain 2
Line#1,27,28,1,548001.3,7474002,414.5,8.3,0.11,45,0.019,11.43,0.41,0.2,0.064,0.004,14.68,0.469,0.217999995,0.040899999,914.109985,Domain 2
Line#1,28,29,1,548001.3,7474002,413.5,10.74,0.15,40,0.025,11.47,0.5,0.19,0.058,0.004,19.2900016,0.531,0.206,0.100000001,916.76001,Domain 2
Line#1,29,30,1,548001.3,7474002,412.5,7.85,0.090000006,40,0.023,10.35,0.3,0.1,0.091,0.005,22.19,0.552999951,0.207000002,0.031199999,912.659973,Domain 2
Line#1,30,31,1,548001.3,7474002,411.5,8.57,0.1,38,0.027,10.0600008,0.29,0.07,0.08,0.005,25.76,0.603,0.206,0.039900001,912.900024,Domain 2
Line#1,31,32,1,548001.3,7474002,410.5,11.71,0.17,36,0.067,11.12,0.5,0.21,0.087,0.005,23.9599984,0.712,0.206,0.0484,911.309998,Domain 2
Line#1,32,33,1,548001.3,7474002,409.5,9.21,0.55,25,0.075,19.27,0.46,0.42,0.029,0.642,31.71,0.798,0.037000001,0.080200002,960.090027,Domain 2
Line#1,33,34,1,548001.3,7474002,408.5,10.2299992,0.4,30,0.082999994,13.82,0.589999951,0.41,0.088,0.049,30.44,0.806,0.111000001,0.097099997,923.52002,Domain 4
Line#1,34,35,1,548001.3,7474002,407.5,7.25,0.65,32,0.074,19.07,0.74,1.02,0.054,0.014,23.25,0.609000049,0.128999993,0.108999997,924.280029,Domain 2
Line#2,0,1,1,547804.6,7474004.5,441.4,20.02,5.56,11,0.053,13.63,2.74,0,0.005,0.011,41.1699969,0.584,0.127000004,0.173999995,920.630005,Domain 5
Line#2,1,2,1,547804.6,7474004.5,440.4,18.7099984,1.29,20,0.056,11.18,2.19,0,0.007,0.006,37.82,0.528,0.214000002,0.158999994,915.369995,Domain 2
Line#2,2,3,1,547804.6,7474004.5,439.4,18.36,2.18,17,0.05,11.61,2.79,0,0.008999999,0.008999999,38.35,0.636,0.197999999,0.167999998,915.619995,Domain 2
Line#2,3,4,1,547804.6,7474004.5,438.4,2.8699998,0.07,52,0.007,10.5,0.17,0.07,0.021,0.007,11.75,0.098,0.252000004,0.0086,909.780029,Domain 3
Line#2,4,5,1,547804.6,7474004.5,437.4,1.17,0.05,48,0,8.85,0.090000006,0.1,0.012,0.011,20.47,0.031,0.234999999,0.0086,909.630005,Domain 3
Line#2,5,6,1,547804.6,7474004.5,436.4,1.4299999,0.07,51,0.006,9.63,0.11,0.12,0.017000002,0.008999999,15.97,0.044,0.231999993,0.0086,909.859985,Domain 3
Line#2,6,7,1,547804.6,7474004.5,435.4,2.01,0.26,40,0.003,8.16,0.24,0.07,0.013,0.006,31.17,0.06,0.245000005,0.0086,909.400024,Domain 3
Line#2,7,8,1,547804.6,7474004.5,434.4,2.91,0.15,50,0.011,9.54,0.27,0.13,0.019,0.017000002,14.21,0.097,0.232999995,0.104000002,913.380005,Domain 3
Line#2,8,9,1,547804.6,7474004.5,433.4,4.58,0.24,50,0.017999999,11.03,0.46,0.1,0.024,0.014,12.4399992,0.141,0.248999998,0.0086,909.969971,Domain 3
Line#2,9,10,1,547804.6,7474004.5,432.4,6,0.21,48,0.012,11.24,0.49,0.12,0.028,0.022,12.24,0.176,0.275000006,0.044799998,911.960022,Domain 3
Line#2,10,11,1,547804.6,7474004.5,431.4,3.78,0.16,53,0.01,10.99,0.360000024,0.12,0.026,0.023,8.89,0.116,0.252999991,0.0086,911.409973,Domain 3
Line#2,11,12,1,547804.6,7474004.5,430.4,4.93,0.14,51,0.017000002,11.39,0.43,0.12,0.032,0.004,9.47,0.152,0.252000004,0.0086,912.039978,Domain 3
Line#2,12,13,1,547804.6,7474004.5,429.4,5.12,0.180000012,50,0.017000002,11.29,0.44,0.11,0.028,0.022,10.82,0.157,0.252999991,0.0086,911.530029,Domain 3
Line#2,13,14,1,547804.6,7474004.5,428.4,3.72,0.13,53,0.032,11.38,0.330000024,0.15,0.029,0.019,8.18999922,0.13,0.247999996,0.0086,911.780029,Domain 3
Line#2,14,15,1,547804.6,7474004.5,427.4,2.04,0.08,53,0.021,10.74,0.21,0.19,0.025,0.017000002,10.24,0.075,0.268999994,0.0086,911.900024,Domain 3
Line#2,15,16,1,547804.6,7474004.5,426.4,1.53,0.07,56,0.014,11.1,0.180000012,0.21,0.026,0.02,7.07,0.059,0.252999991,0.0086,912.5,Domain 3
Line#2,16,17,1,547804.6,7474004.5,425.4,1.79,0.090000006,55,0.016,11.03,0.2,0.22,0.026,0.017000002,8.43,0.068000006,0.244000003,0.0086,911.919983,Domain 3
Line#2,17,18,1,547804.6,7474004.5,424.4,1.4299999,0.090000006,48,0.011,9.01,0.16,0.17,0.02,0.015,19.8799984,0.058,0.254000008,0.0086,909.570007,Domain 3
Line#2,18,19,1,547804.6,7474004.5,423.4,2.25,0.1,53,0.017999999,10.17,0.23,0.22,0.023,0.022,10.91,0.093999994,0.236000001,0.0086,908.48999,Domain 3
Line#2,19,20,1,547804.6,7474004.5,422.4,14.15,0.28,28,0.08,10.17,0.69,0.090000006,0.012,0.014,33.22,1.669,0.166999996,0.26699999,916.559998,Domain 4
Line#2,20,21,1,547804.6,7474004.5,421.4,14.04,0.180000012,33,0.046,11.66,0.56,0.12,0.01,0.031,24.2900016,0.945,0.216000006,0.166999996,915.409973,Domain 4
Line#2,21,22,1,547804.6,7474004.5,420.4,4.96999961,0.08,51,0.013,11.6,0.25,0.23,0.024,0.024,9.06000078,0.425,0.206,0.0243,912.880005,Domain 2
Line#2,22,23,1,547804.6,7474004.5,419.4,5.89,0.090000006,47,0.022,10.95,0.27,0.17,0.028,0.017999999,13.68,0.643,0.204999998,0.0295,912.599976,Domain 2
Line#2,23,24,1,547804.6,7474004.5,418.4,6.79,0.08,45,0.024,10.88,0.28,0.19,0.024,0.014,16.16,0.771000049,0.214000002,0.064099997,912.349976,Domain 2
Line#2,24,25,1,547804.6,7474004.5,417.4,6.57,0.08,46,0.026,10.95,0.26,0.2,0.022,0.013,15.69,0.696,0.196999997,0.0383,912.820007,Domain 2
Line#2,25,26,1,547804.6,7474004.5,416.4,9.07,0.13,40,0.037,10.91,0.389999976,0.21,0.02,0.017000002,20.85,0.869,0.191,0.129999995,913.76001,Domain 2
Line#2,26,27,1,547804.6,7474004.5,415.4,6.08,0.1,48,0.021,10.9399992,0.34,0.11,0.014,0.007,12.63,0.375999976,0.209000006,0.079899997,912.880005,Domain 2
Line#2,27,28,1,547804.6,7474004.5,414.4,9.85,0.12,40,0.026,11.26,0.41,0.11,0.028,0.008,19.32,0.545,0.207000002,0.073600002,912.919983,Domain 2
Line#2,28,29,1,547804.6,7474004.5,413.4,9.28,0.12,39,0.027,10.38,0.37,0.11,0.032,0.004,22.98,0.654999951,0.216999993,0.076800004,913.090027,Domain 2
Line#2,29,30,1,547804.6,7474004.5,412.4,8.47999922,0.19,36,0.035999997,9.57,0.3,0.07,0.051,0.006,28.83,0.782,0.175999999,0.070900001,911.150024,Domain 2
Line#2,30,31,1,547804.6,7474004.5,411.4,7.76,0.090000006,40,0.029,10.13,0.23,0.08,0.074,0.01,23.9599984,0.684,0.193000004,0.083899997,912.039978,Domain 2
Line#2,31,32,1,547804.6,7474004.5,410.4,15.82,0.15,28,0.1,11.22,0.31,0.15,0.055,0.011,31.19,1.063,0.150000006,0.200000003,914.919983,Domain 2
Line#3,0,1,1,547310.8,7474002,439.8,19.07,3.28,19,0.041,14.45,3.2,0,0.01,0.055,31.3,0.556,0.217999995,0.194999993,916.75,Domain 2
Line#3,1,2,1,547310.8,7474002,438.8,19.55,0.6,22,0.051,11.2,1.54,0,0.012,0.054,33.44,0.549000049,0.226999998,0.189999998,915.830017,Domain 2
Line#3,2,3,1,547310.8,7474002,437.8,20.67,5.96999961,13,0.053,14.24,1.88,0,0.008999999,0.04,37.46,0.513,0.180000007,0.191,916.969971,Domain 2
Line#3,3,4,1,547310.8,7474002,436.8,22.65,1.7,13,0.061,11.47,2.1199998,0,0.012,0.029,42.25,0.665,0.181999996,0.180000007,916.780029,Domain 2
Line#3,4,5,1,547310.8,7474002,435.8,6.28000039,0.23,45,0.015,10.76,0.54,0.06,0.019,0.014,16.2099984,0.182,0.246999994,0.0086,911.679993,Domain 3
Line#3,5,6,1,547310.8,7474002,434.8,6.63,3.18,34,0.017999999,13.13,2.45,0.04,0.011,0.041,24.5,0.197,0.241999999,0.0539,910.409973,Domain 2
Line#3,6,7,1,547310.8,7474002,433.8,2.47,0.13,48,0.008,9.6,0.19,0.07,0.015,0.011,18.95,0.073,0.263999999,0.0086,908.26001,Domain 3
Line#3,7,8,1,547310.8,7474002,432.8,3.37,0.14,54,0.005,11.2700008,0.25,0.07,0.021,0.025,7.37,0.071999994,0.244000003,0.0086,909.929993,Domain 3
Line#3,8,9,1,547310.8,7474002,431.8,2.28,0.330000024,48,0.007,9.97999922,0.330000024,0.11,0.015,0.017000002,18.7099984,0.059,0.25,0.035599999,910.390015,Domain 3
Line#3,9,10,1,547310.8,7474002,430.8,1.05,0.06,54,0.005,10.33,0.11,0.2,0.016,0.028,10.22,0.038,0.234999999,0.0086,910.330017,Domain 3
Line#3,10,11,1,547310.8,7474002,429.8,1.26,0.06,52,0.008,10.01,0.13,0.17,0.017000002,0.024,14.41,0.039,0.233999997,0.0086,909.619995,Domain 3
Line#3,11,12,1,547310.8,7474002,428.8,2.18,0.26,54,0.028,10.86,0.32,0.14,0.026,0.027,8.34,0.086,0.25999999,0.0086,910.23999,Domain 3
Line#3,12,13,1,547310.8,7474002,427.8,1.5700001,0.14,56,0.024,10.63,0.21,0.15,0.024,0.027,7.04,0.076,0.241999999,0.0086,909.780029,Domain 3
Line#3,13,14,1,547310.8,7474002,426.8,0.58,0.07,45,0.008999999,8.78,0.08,0.08,0.017999999,0.016,26.66,0.017999999,0.256000012,0.0086,907.609985,Domain 3
Line#3,14,15,1,547310.8,7474002,425.8,0.84,0.07,52,0.008,9.74,0.11,0.16,0.025,0.016,14.84,0.017999999,0.238000005,0.0086,907.549988,Domain 3
Line#3,15,16,1,547310.8,7474002,424.8,0.68,0.08,51,0.006,8.53,0.11,0.2,0.019,0.032,17.67,0.026,0.261999995,0.0086,907.390015,Domain 3
Line#3,16,17,1,547310.8,7474002,423.8,1.1799999,0.1,52,0.007,9.7,0.15,0.19,0.023,0.041,13.83,0.04,0.256000012,0.0086,907.590027,Domain 3
Line#3,17,18,1,547310.8,7474002,422.8,1.1799999,0.09,54,0.011,10.345,0.165,0.205,0.0275,0.033,10.155,0.0385,0.249500006,0.0086,908.825012,Domain 3
Line#3,18,19,1,547310.8,7474002,421.8,1.1799999,0.08,56,0.015,10.99,0.180000012,0.22,0.032,0.025,6.48,0.037,0.243000001,0.0086,910.059998,Domain 3
Line#3,19,20,1,547310.8,7474002,420.8,2.66,0.11,55,0.03,11.5600008,0.28,0.35,0.028,0.035999997,6.52,0.108,0.254999995,0.0086,910.940002,Domain 3
Line#3,20,21,1,547310.8,7474002,419.8,20.64,0.29,21,0.104,11.25,0.89,0.1,0.008999999,0.016,35.15,1.587,0.172999993,0.218999997,917.01001,Domain 4
Line#3,21,22,1,547310.8,7474002,418.8,17.55,0.2,28,0.081,10.78,0.6,0.14,0.008,0.027,29.03,1.29,0.194000006,0.142000005,915.890015,Domain 4
Line#3,22,23,1,547310.8,7474002,417.8,7.23,0.090000006,46,0.042,11.5600008,0.31,0.26,0.017000002,0.039,13.09,0.688,0.195999995,0.048500001,913.929993,Domain 2
Line#3,23,24,1,547310.8,7474002,416.8,6.89,0.14,45,0.035,10.25,0.32,0.22,0.021,0.027,16.36,0.65,0.219999999,0.058800001,913.109985,Domain 2
Line#3,24,25,1,547310.8,7474002,415.8,6.79,0.11,46,0.071,11.11,0.3,0.7,0.027,0.012,14.55,0.511,0.222000003,0.0561,913.799988,Domain 2
Line#3,25,26,1,547310.8,7474002,414.8,4.14,0.11,51,0.028,10.8,0.28,0.2,0.029,0.007,11.59,0.415,0.202999994,0.0254,912.700012,Domain 2
Line#3,26,27,1,547310.8,7474002,413.8,6.17,0.1,44,0.048,10.66,0.3,0.28,0.029,0.015,18.48,0.64,0.214000002,0.028899999,912.51001,Domain 2
Line#3,27,28,1,547310.8,7474002,412.8,8.37,0.13,43,0.071,10.9,0.35,0.58,0.035,0.005,16.43,0.532,0.221000001,0.0086,912.22998,Domain 2
Line#3,28,29,1,547310.8,7474002,411.8,11.92,0.16,38,0.056,11.5600008,0.46,0.52,0.027,0.006,20.4,0.732,0.175999999,0.099600002,913.820007,Domain 2
Line#3,29,30,1,547310.8,7474002,410.8,8.45,0.19,45,0.048,11.74,0.41,0.34,0.058,0.006,13.9,0.423,0.189999998,0.065099999,913.97998,Domain 2
Line#3,30,31,1,547310.8,7474002,409.8,8.93,0.11,45,0.051,11.7700008,0.35,0.3,0.08,0.002,13.16,0.397000024,0.192000002,0.070900001,914.190002,Domain 2
Line#3,31,32,1,547310.8,7474002,408.8,9.89,0.12,43,0.05,12.09,0.389999976,0.37,0.079000006,0.007,14.33,0.392,0.197999999,0.076399997,914.73999,Domain 2
Line#3,32,33,1,547310.8,7474002,407.8,12.35,0.19,37,0.17,11.68,0.44,0.82,0.043,0.008,20.4599984,0.545,0.158999994,0.092500001,914.460022,Domain 2
Line#3,33,34,1,547310.8,7474002,406.8,10.4399992,2.48,34,0.090000006,13.59,2.1199998,0.55,0.029,0.059,21.18,0.552,0.165000007,0.079499997,913.539978,Domain 2
Line#3,34,35,1,547310.8,7474002,405.8,10.04,1,36,0.131,11.89,1.05,0.9,0.03,0.029,22.57,0.65,0.171000004,0.086900003,913.690002,Domain 2
Line#3,35,36,1,547310.8,7474002,404.8,16.24,0.57,19,0.172,14.83,0.660000049,0.46,0.015,0.146,38.61,1.28,0.061799999,0.158000007,938.23999,Domain 2
Line#4,0,1,1,547100.8,7474003.5,443.4,10.61,14.63,7,0.03,25.99,10.36,0,0,0.016,27.15,0.54,0.093099996,0.0086,923.090027,Domain 6
Line#4,1,2,1,547100.8,7474003.5,442.4,13.42,12.03,6,0.045000003,22.47,8.47999922,0,0,0.019,33.43,0.573,0.0744,0.0086,927.820007,Domain 6
Line#4,2,3,1,547100.8,7474003.5,441.4,16.65,1,24,0.035,11.35,2.05,0.03,0.007,0.015,33.57,0.473,0.150000006,0.0086,918.940002,Domain 2
Line#4,3,4,1,547100.8,7474003.5,440.4,11.7700008,1.01,35,0.028,11.84,1.67,0.04,0.01,0.003,23.9,0.360000024,0.244000003,0.0086,912.309998,Domain 7
Line#4,4,5,1,547100.8,7474003.5,439.4,4.31,0.07,55,0.005,11.4799992,0.2,0.06,0.013,0.016,5.54,0.133,0.244000003,0.0086,910.280029,Domain 3
Line#4,5,6,1,547100.8,7474003.5,438.4,7.09,0.180000012,48,0.019,11.7299992,0.52,0.05,0.023,0.025,11.08,0.293000024,0.228,0.0086,911.719971,Domain 3
Line#4,6,7,1,547100.8,7474003.5,437.4,5.15,1.08,48,0.023,11.87,0.79,0.08,0.017000002,0.03,12.41,0.185,0.218999997,0.0086,911.609985,Domain 3
Line#4,7,8,1,547100.8,7474003.5,436.4,2.22,0.94,52,0.017000002,11.36,0.45,0.14,0.017999999,0.032,10.5600008,0.096,0.221000001,0.0086,908.690002,Domain 3
Line#4,8,9,1,547100.8,7474003.5,435.4,2.22,0.180000012,55,0.017999999,11.1,0.25,0.16,0.017999999,0.037,7.39,0.119,0.224999994,0.0086,909.23999,Domain 3
Line#4,9,10,1,547100.8,7474003.5,434.4,1.96,0.06,57,0.049,11.37,0.180000012,0.17,0.023,0.013,4.23999961,0.11,0.224000007,0.0086,909.390015,Domain 3
Line#4,10,11,1,547100.8,7474003.5,433.4,1.54,0.05,56,0.038,10.66,0.13,0.180000012,0.016,0.01,7.82,0.089,0.229000002,0.0086,909.140015,Domain 3
Line#4,11,12,1,547100.8,7474003.5,432.4,2.03,0.05,57,0.021,11.35,0.17,0.2,0.016,0.028,4.8,0.1,0.225999996,0.0086,910.369995,Domain 3
Line#4,12,13,1,547100.8,7474003.5,431.4,1.58,0.05,55,0.02,10.84,0.15,0.2,0.017999999,0.035,8.45,0.075,0.232999995,0.0086,910.549988,Domain 3
Line#4,13,14,1,547100.8,7474003.5,430.4,2.6400002,0.11,54,0.025,11.18,0.29,0.21,0.017000002,0.035,7.39,0.125,0.243000001,0.0086,911.280029,Domain 3
Line#4,14,15,1,547100.8,7474003.5,429.4,2.75,0.08,55,0.016,11.36,0.24,0.23,0.015,0.052,5.88,0.182,0.209000006,0.0086,911.059998,Domain 3
Line#4,15,16,1,547100.8,7474003.5,428.4,17.16,0.35,25,0.051,10.89,1.05,0.03,0.008999999,0.02,32.4900031,1.38,0.208000004,0.188999996,914.219971,Domain 4
Line#4,16,17,1,547100.8,7474003.5,427.4,16.41,0.25,31,0.035999997,11.5600008,0.69,0.08,0.01,0.031,25.86,1.1390001,0.243000001,0.142000005,914.080017,Domain 4
Line#4,17,18,1,547100.8,7474003.5,426.4,17.2099984,0.180000012,34,0.028,10.62,0.52,0.13,0.015,0.012,21.3799984,1.2970001,0.170000002,0.115999997,902.419983,Domain 4
Line#4,18,19,1,547100.8,7474003.5,425.4,20.22,0.16,32,0.025,8.27000078,0.43,0.04,0.02,0.006,22.74,1.563,0.135000005,0.166999996,899.940002,Domain 8
Line#4,19,20,1,547100.8,7474003.5,424.4,22.95,0.13,27,0.035,10.46,0.360000024,0.03,0.022,0.006,25.9599984,1.53,0.147,0.202999994,895.25,Domain 8
Line#4,20,21,1,547100.8,7474003.5,423.4,30.05,0.11,14,0.037,12.41,0.32,0,0.017000002,0.008,35.29,1.763,0.128999993,0.291000009,902.26001,Domain 8
Line#4,21,22,1,547100.8,7474003.5,422.4,23.51,0.15,23,0.035999997,12.17,0.43,0,0.019,0.006,29.78,1.609,0.155000001,0.237000003,902.380005,Domain 8
Line#4,22,23,1,547100.8,7474003.5,421.4,19.72,0.24,26,0.035999997,11.82,0.63,0.01,0.013,0.003,29.57,1.436,0.230000004,0.187999994,911.51001,Domain 4
Line#4,23,24,1,547100.8,7474003.5,420.4,24.81,0.2,19,0.057,11.59,0.51,0,0.006,0.005,32.95,1.75,0.187999994,0.247999996,903.130005,Domain 4
Line#4,24,25,1,547100.8,7474003.5,419.4,23.33,0.21,20,0.059,11.51,0.61,0.01,0.008,0.003,33.06,1.814,0.175999999,0.223000005,908.539978,Domain 4
Line#4,25,26,1,547100.8,7474003.5,418.4,25.48,0.25,18,0.049,12.33,0.49,0.01,0.01,0.001,33.79,1.754,0.145999998,0.247999996,915.409973,Domain 1
Line#4,26,27,1,547100.8,7474003.5,417.4,28.1,0.07,17,0.114,12.08,0.21,0,0.014,0.007,33.2400031,1.789,0.151999995,0.222000003,903.98999,Domain 1
Line#5,0,1,1,548195.9,7474807,444.6,6.69,4.51000039,43,0.017999999,14.01,0.8,0.01,0.032,0.005,12.4399992,0.217,0.246999994,0.042300001,912.869995,Domain 2
Line#5,1,2,1,548195.9,7474807,443.6,20.35,3.6,13,0.052,13.55,3.37,0,0.007,0.005,39.2599969,0.853,0.109999999,0.215000004,926.539978,Domain 1
Line#5,2,3,1,548195.9,7474807,442.6,9.2,0.2,44,0.016,11.75,0.55,0.03,0.026,0.012,13.86,0.28,0.257999986,0.061500002,913.890015,Domain 2
Line#5,3,4,1,548195.9,7474807,441.6,6.1,0.12,50,0.013,12.0600008,0.389999976,0.07,0.023,0.014,9.53,0.193,0.256999999,0.037999999,913.359985,Domain 2
Line#5,4,5,1,548195.9,7474807,440.6,6.71,0.13,49,0.012,12.08,0.42,0.07,0.024,0.011,10.39,0.203,0.268000007,0.038400002,912.950012,Domain 2
Line#5,5,6,1,548195.9,7474807,439.6,8.05,0.16,46,0.015,11.88,0.54,0.05,0.033,0.013,12.84,0.257999976,0.272000015,0.057399999,913.119995,Domain 2
Line#5,6,7,1,548195.9,7474807,438.6,6.02,0.2,49,0.008999999,11.7700008,0.44,0.04,0.026,0.014,10.6899992,0.183,0.270000011,0.059599999,912.27002,Domain 2
Line#5,7,8,1,548195.9,7474807,437.6,13.7,0.42,35,0.03,11.79,0.92,0.02,0.038,0.015,21.75,0.438,0.25999999,0.0484,912.73999,Domain 2
Line#5,8,9,1,548195.9,7474807,436.6,8.25,0.25,45,0.015,11.42,0.46,0.06,0.027,0.013,15.12,0.246,0.268999994,0.044199999,912.349976,Domain 2
Line#5,9,10,1,548195.9,7474807,435.6,1.65,0.090000006,56,0.006,10.46,0.13,0.13,0.028,0.014,6.93,0.057,0.250999987,0.0086,911.48999,Domain 3
Line#5,10,11,1,548195.9,7474807,434.6,2.65,0.12,55,0.008999999,11.13,0.21,0.13,0.029,0.01,7.3,0.078,0.25999999,0.0086,911.619995,Domain 3
Line#5,11,12,1,548195.9,7474807,433.6,12.65,0.28,37,0.022,11.55,0.76,0.07,0.058,0.02,20.36,0.399,0.279000014,0.151999995,913.73999,Domain 4
Line#5,12,13,1,548195.9,7474807,432.6,5.98999961,0.24,49,0.017000002,11.4399992,0.48,0.12,0.046999997,0.019,11.32,0.214,0.266000003,0.0086,913.669983,Domain 3
Line#5,13,14,1,548195.9,7474807,431.6,2.6099998,0.11,56,0.008,11.4399992,0.24,0.2,0.025,0.017999999,5.33,0.089,0.244000003,0.0086,913.070007,Domain 3
Line#5,14,15,1,548195.9,7474807,430.6,2.85,0.19,55,0.008999999,11.2299992,0.24,0.17,0.035999997,0.023,5.32,0.084,0.252999991,0.0086,914.299988,Domain 3
Line#5,15,16,1,548195.9,7474807,429.6,2.72,0.090000006,56,0.011,11.61,0.21,0.180000012,0.032,0.023,5.14,0.085,0.241999999,0.0086,914.27002,Domain 3
Line#5,16,17,1,548195.9,7474807,428.6,2.78,0.090000006,56,0.011,11.1899992,0.23,0.17,0.031,0.021,5.61,0.1,0.237000003,0.0086,913.590027,Domain 3
Line#5,17,18,1,548195.9,7474807,427.6,4.36,0.16,51,0.032,11.25,0.4,0.180000012,0.027,0.022,10.16,0.253,0.248999998,0.0086,914.599976,Domain 3
Line#5,18,19,1,548195.9,7474807,426.6,13.29,0.31,26,0.064,9.56000078,0.91,0.06,0.012,0.016,36.2,1.854,0.237000003,0.126000002,915.820007,Domain 4
Line#5,19,20,1,548195.9,7474807,425.6,5.71999961,0.11,50,0.017999999,11.45,0.34,0.13,0.027,0.011,9.64,0.374000024,0.232999995,0.0086,913.349976,Domain 3
Line#5,20,21,1,548195.9,7474807,424.6,4.55,0.06,53,0.01,11.82,0.21,0.14,0.026,0.01,6.73,0.296,0.237000003,0.0086,913.469971,Domain 3
Line#5,21,22,1,548195.9,7474807,423.6,4.35,0.08,54,0.011,11.92,0.2,0.17,0.035999997,0.004,6.85,0.252,0.223000005,0.0086,913.580017,Domain 3
